0.00.021.197 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.024.432 I srv    load_model: loading model '/userdata/llama/models/SmolVLM-500M-Instruct-Q8_0.gguf'
0.02.412.611 W load_tensors: ffn up/down are swapped
0.02.939.088 I srv    load_model: loaded multimodal model, '/userdata/llama/models/mmproj-SmolVLM-500M-Instruct-Q8_0.gguf'
0.03.074.815 I srv    load_model: initializing, n_slots = 4, n_ctx_slot = 8192, kv_unified = 'true'
0.03.079.311 I srv  llama_server: model loaded
0.03.079.319 I srv  llama_server: listening on http://127.0.0.1:8088
0.04.406.776 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = -1
4.37.244.902 I slot print_timing: id  3 | task 175 |       total time =    7551.44 ms /   152 tokens
4.37.244.904 I slot print_timing: id  3 | task 175 |    graphs reused =         37
4.37.244.940 I slot      release: id  3 | task 175 | stop processing: n_tokens = 151, truncated = 0
4.37.281.607 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.396 (> 0.100 thold), f_keep = 0.391
4.37.287.513 I slot launch_slot_: id  3 | task 180 | processing task, is_child = 0
4.44.796.330 I slot print_timing: id  3 | task 180 | prompt eval time =    7426.13 ms /   149 tokens (   49.84 ms per token,    20.06 tokens per second)
4.44.796.342 I slot print_timing: id  3 | task 180 |        eval time =      82.55 ms /     3 tokens (   27.52 ms per token,    36.34 tokens per second)
4.44.796.343 I slot print_timing: id  3 | task 180 |       total time =    7508.68 ms /   152 tokens
4.44.796.345 I slot print_timing: id  3 | task 180 |    graphs reused =         38
4.44.796.382 I slot      release: id  3 | task 180 | stop processing: n_tokens = 151, truncated = 0
4.44.811.859 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.396 (> 0.100 thold), f_keep = 0.391
4.44.816.644 I slot launch_slot_: id  3 | task 185 | processing task, is_child = 0
4.52.346.940 I slot print_timing: id  3 | task 185 | prompt eval time =    7436.81 ms /   149 tokens (   49.91 ms per token,    20.04 tokens per second)
4.52.346.949 I slot print_timing: id  3 | task 185 |        eval time =      93.35 ms /     3 tokens (   31.12 ms per token,    32.14 tokens per second)
4.52.346.950 I slot print_timing: id  3 | task 185 |       total time =    7530.16 ms /   152 tokens
4.52.346.952 I slot print_timing: id  3 | task 185 |    graphs reused =         39
4.52.346.989 I slot      release: id  3 | task 185 | stop processing: n_tokens = 151, truncated = 0
4.52.383.731 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.396 (> 0.100 thold), f_keep = 0.391
4.52.390.814 I slot launch_slot_: id  3 | task 190 | processing task, is_child = 0
4.59.925.504 I slot print_timing: id  3 | task 190 | prompt eval time =    7437.64 ms /   149 tokens (   49.92 ms per token,    20.03 tokens per second)
4.59.925.516 I slot print_timing: id  3 | task 190 |        eval time =      96.94 ms /     3 tokens (   32.31 ms per token,    30.95 tokens per second)
4.59.925.517 I slot print_timing: id  3 | task 190 |       total time =    7534.58 ms /   152 tokens
4.59.925.519 I slot print_timing: id  3 | task 190 |    graphs reused =         40
4.59.925.558 I slot      release: id  3 | task 190 | stop processing: n_tokens = 151, truncated = 0
4.59.962.478 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.396 (> 0.100 thold), f_keep = 0.391
4.59.972.877 I slot launch_slot_: id  3 | task 195 | processing task, is_child = 0
5.07.488.551 I slot print_timing: id  3 | task 195 | prompt eval time =    7434.94 ms /   149 tokens (   49.90 ms per token,    20.04 tokens per second)
5.07.488.616 I slot print_timing: id  3 | task 195 |        eval time =      80.41 ms /     3 tokens (   26.80 ms per token,    37.31 tokens per second)
5.07.488.627 I slot print_timing: id  3 | task 195 |       total time =    7515.34 ms /   152 tokens
5.07.488.639 I slot print_timing: id  3 | task 195 |    graphs reused =         41
5.07.488.685 I slot      release: id  3 | task 195 | stop processing: n_tokens = 151, truncated = 0
5.07.532.472 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.396 (> 0.100 thold), f_keep = 0.391
5.07.543.361 I slot launch_slot_: id  3 | task 200 | processing task, is_child = 0
5.15.094.056 I slot print_timing: id  3 | task 200 | prompt eval time =    7447.02 ms /   149 tokens (   49.98 ms per token,    20.01 tokens per second)
5.15.094.067 I slot print_timing: id  3 | task 200 |        eval time =     103.42 ms /     3 tokens (   34.47 ms per token,    29.01 tokens per second)
5.15.094.068 I slot print_timing: id  3 | task 200 |       total time =    7550.44 ms /   152 tokens
5.15.094.070 I slot print_timing: id  3 | task 200 |    graphs reused =         42
5.15.094.107 I slot      release: id  3 | task 200 | stop processing: n_tokens = 151, truncated = 0
5.15.137.996 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.396 (> 0.100 thold), f_keep = 0.391
5.15.145.143 I slot launch_slot_: id  3 | task 205 | processing task, is_child = 0
5.22.695.505 I slot print_timing: id  3 | task 205 | prompt eval time =    7467.76 ms /   149 tokens (   50.12 ms per token,    19.95 tokens per second)
5.22.695.572 I slot print_timing: id  3 | task 205 |        eval time =      82.47 ms /     3 tokens (   27.49 ms per token,    36.38 tokens per second)
5.22.695.584 I slot print_timing: id  3 | task 205 |       total time =    7550.22 ms /   152 tokens
5.22.695.595 I slot print_timing: id  3 | task 205 |    graphs reused =         43
5.22.695.642 I slot      release: id  3 | task 205 | stop processing: n_tokens = 151, truncated = 0
5.22.739.481 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.396 (> 0.100 thold), f_keep = 0.391
5.22.750.335 I slot launch_slot_: id  3 | task 210 | processing task, is_child = 0
5.30.274.836 I slot print_timing: id  3 | task 210 | prompt eval time =    7436.24 ms /   149 tokens (   49.91 ms per token,    20.04 tokens per second)
5.30.274.847 I slot print_timing: id  3 | task 210 |        eval time =      88.03 ms /     3 tokens (   29.34 ms per token,    34.08 tokens per second)
5.30.274.848 I slot print_timing: id  3 | task 210 |       total time =    7524.27 ms /   152 tokens
5.30.274.850 I slot print_timing: id  3 | task 210 |    graphs reused =         44
5.30.274.888 I slot      release: id  3 | task 210 | stop processing: n_tokens = 151, truncated = 0
5.30.318.919 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.396 (> 0.100 thold), f_keep = 0.391
5.30.329.701 I slot launch_slot_: id  3 | task 215 | processing task, is_child = 0
5.37.889.069 I slot print_timing: id  3 | task 215 | prompt eval time =    7454.44 ms /   149 tokens (   50.03 ms per token,    19.99 tokens per second)
5.37.889.078 I slot print_timing: id  3 | task 215 |        eval time =     104.60 ms /     3 tokens (   34.87 ms per token,    28.68 tokens per second)
5.37.889.079 I slot print_timing: id  3 | task 215 |       total time =    7559.04 ms /   152 tokens
5.37.889.081 I slot print_timing: id  3 | task 215 |    graphs reused =         45
5.37.889.122 I slot      release: id  3 | task 215 | stop processing: n_tokens = 151, truncated = 0
5.37.932.915 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.396 (> 0.100 thold), f_keep = 0.391
5.37.943.699 I slot launch_slot_: id  3 | task 220 | processing task, is_child = 0
5.45.484.014 I slot print_timing: id  3 | task 220 | prompt eval time =    7440.93 ms /   149 tokens (   49.94 ms per token,    20.02 tokens per second)
5.45.484.026 I slot print_timing: id  3 | task 220 |        eval time =      99.15 ms /     3 tokens (   33.05 ms per token,    30.26 tokens per second)
5.45.484.028 I slot print_timing: id  3 | task 220 |       total time =    7540.08 ms /   152 tokens
5.45.484.030 I slot print_timing: id  3 | task 220 |    graphs reused =         46
5.45.484.066 I slot      release: id  3 | task 220 | stop processing: n_tokens = 151, truncated = 0
5.45.528.031 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.396 (> 0.100 thold), f_keep = 0.391
5.45.538.894 I slot launch_slot_: id  3 | task 225 | processing task, is_child = 0
5.53.071.815 I slot print_timing: id  3 | task 225 | prompt eval time =    7456.08 ms /   149 tokens (   50.04 ms per token,    19.98 tokens per second)
5.53.071.826 I slot print_timing: id  3 | task 225 |        eval time =      76.51 ms /     3 tokens (   25.50 ms per token,    39.21 tokens per second)
5.53.071.828 I slot print_timing: id  3 | task 225 |       total time =    7532.59 ms /   152 tokens
5.53.071.830 I slot print_timing: id  3 | task 225 |    graphs reused =         47
5.53.071.869 I slot      release: id  3 | task 225 | stop processing: n_tokens = 151, truncated = 0
5.53.115.822 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.396 (> 0.100 thold), f_keep = 0.391
5.53.126.361 I slot launch_slot_: id  3 | task 230 | processing task, is_child = 0
6.00.674.207 I slot print_timing: id  3 | task 230 | prompt eval time =    7445.10 ms /   149 tokens (   49.97 ms per token,    20.01 tokens per second)
6.00.674.272 I slot print_timing: id  3 | task 230 |        eval time =     102.41 ms /     3 tokens (   34.14 ms per token,    29.29 tokens per second)
6.00.674.284 I slot print_timing: id  3 | task 230 |       total time =    7547.52 ms /   152 tokens
6.00.674.295 I slot print_timing: id  3 | task 230 |    graphs reused =         48
6.00.674.341 I slot      release: id  3 | task 230 | stop processing: n_tokens = 151, truncated = 0
6.00.719.115 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.396 (> 0.100 thold), f_keep = 0.391
6.00.729.894 I slot launch_slot_: id  3 | task 235 | processing task, is_child = 0
6.08.282.149 I slot print_timing: id  3 | task 235 | prompt eval time =    7451.19 ms /   149 tokens (   50.01 ms per token,    20.00 tokens per second)
6.08.282.173 I slot print_timing: id  3 | task 235 |        eval time =     100.70 ms /     3 tokens (   33.57 ms per token,    29.79 tokens per second)
6.08.282.176 I slot print_timing: id  3 | task 235 |       total time =    7551.89 ms /   152 tokens
6.08.282.182 I slot print_timing: id  3 | task 235 |    graphs reused =         49
6.08.282.273 I slot      release: id  3 | task 235 | stop processing: n_tokens = 151, truncated = 0
6.08.325.580 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.396 (> 0.100 thold), f_keep = 0.391
6.08.336.503 I slot launch_slot_: id  3 | task 240 | processing task, is_child = 0
6.15.890.784 I slot print_timing: id  3 | task 240 | prompt eval time =    7474.47 ms /   149 tokens (   50.16 ms per token,    19.93 tokens per second)
6.15.890.794 I slot print_timing: id  3 | task 240 |        eval time =      79.48 ms /     3 tokens (   26.49 ms per token,    37.74 tokens per second)
6.15.890.795 I slot print_timing: id  3 | task 240 |       total time =    7553.95 ms /   152 tokens
6.15.890.797 I slot print_timing: id  3 | task 240 |    graphs reused =         50
6.15.890.835 I slot      release: id  3 | task 240 | stop processing: n_tokens = 151, truncated = 0
6.15.908.875 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.396 (> 0.100 thold), f_keep = 0.391
6.15.919.985 I slot launch_slot_: id  3 | task 245 | processing task, is_child = 0
6.23.481.803 I slot print_timing: id  3 | task 245 | prompt eval time =    7456.11 ms /   149 tokens (   50.04 ms per token,    19.98 tokens per second)
6.23.481.869 I slot print_timing: id  3 | task 245 |        eval time =     105.45 ms /     3 tokens (   35.15 ms per token,    28.45 tokens per second)
6.23.481.880 I slot print_timing: id  3 | task 245 |       total time =    7561.56 ms /   152 tokens
6.23.481.891 I slot print_timing: id  3 | task 245 |    graphs reused =         51
6.23.481.930 I slot      release: id  3 | task 245 | stop processing: n_tokens = 151, truncated = 0
6.23.525.050 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.396 (> 0.100 thold), f_keep = 0.391
6.23.536.087 I slot launch_slot_: id  3 | task 250 | processing task, is_child = 0
6.31.067.074 I slot print_timing: id  3 | task 250 | prompt eval time =    7451.32 ms /   149 tokens (   50.01 ms per token,    20.00 tokens per second)
6.31.067.083 I slot print_timing: id  3 | task 250 |        eval time =      79.41 ms /     3 tokens (   26.47 ms per token,    37.78 tokens per second)
6.31.067.084 I slot print_timing: id  3 | task 250 |       total time =    7530.73 ms /   152 tokens
6.31.067.087 I slot print_timing: id  3 | task 250 |    graphs reused =         52
6.31.067.125 I slot      release: id  3 | task 250 | stop processing: n_tokens = 151, truncated = 0
6.31.110.770 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.396 (> 0.100 thold), f_keep = 0.391
6.31.121.610 I slot launch_slot_: id  3 | task 255 | processing task, is_child = 0
6.38.670.758 I slot print_timing: id  3 | task 255 | prompt eval time =    7444.22 ms /   149 tokens (   49.96 ms per token,    20.02 tokens per second)
6.38.670.768 I slot print_timing: id  3 | task 255 |        eval time =     104.60 ms /     3 tokens (   34.87 ms per token,    28.68 tokens per second)
6.38.670.769 I slot print_timing: id  3 | task 255 |       total time =    7548.82 ms /   152 tokens
6.38.670.772 I slot print_timing: id  3 | task 255 |    graphs reused =         53
6.38.670.810 I slot      release: id  3 | task 255 | stop processing: n_tokens = 151, truncated = 0
6.38.714.522 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.396 (> 0.100 thold), f_keep = 0.391
6.38.725.437 I slot launch_slot_: id  3 | task 260 | processing task, is_child = 0
6.46.356.678 I slot print_timing: id  3 | task 260 | prompt eval time =    7531.31 ms /   149 tokens (   50.55 ms per token,    19.78 tokens per second)
6.46.356.694 I slot print_timing: id  3 | task 260 |        eval time =      99.60 ms /     3 tokens (   33.20 ms per token,    30.12 tokens per second)
6.46.356.695 I slot print_timing: id  3 | task 260 |       total time =    7630.91 ms /   152 tokens
6.46.356.697 I slot print_timing: id  3 | task 260 |    graphs reused =         54
6.46.356.733 I slot      release: id  3 | task 260 | stop processing: n_tokens = 151, truncated = 0
6.46.400.117 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.396 (> 0.100 thold), f_keep = 0.391
6.46.405.125 I slot launch_slot_: id  3 | task 265 | processing task, is_child = 0
6.53.957.365 I slot print_timing: id  3 | task 265 | prompt eval time =    7472.81 ms /   149 tokens (   50.15 ms per token,    19.94 tokens per second)
6.53.957.377 I slot print_timing: id  3 | task 265 |        eval time =      79.29 ms /     3 tokens (   26.43 ms per token,    37.83 tokens per second)
6.53.957.379 I slot print_timing: id  3 | task 265 |       total time =    7552.11 ms /   152 tokens
6.53.957.382 I slot print_timing: id  3 | task 265 |    graphs reused =         55
6.53.957.420 I slot      release: id  3 | task 265 | stop processing: n_tokens = 151, truncated = 0
6.53.975.751 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.396 (> 0.100 thold), f_keep = 0.391
6.53.986.779 I slot launch_slot_: id  3 | task 270 | processing task, is_child = 0
7.01.516.771 I slot print_timing: id  3 | task 270 | prompt eval time =    7439.64 ms /   149 tokens (   49.93 ms per token,    20.03 tokens per second)
7.01.516.779 I slot print_timing: id  3 | task 270 |        eval time =      90.07 ms /     3 tokens (   30.02 ms per token,    33.31 tokens per second)
7.01.516.780 I slot print_timing: id  3 | task 270 |       total time =    7529.71 ms /   152 tokens
7.01.516.783 I slot print_timing: id  3 | task 270 |    graphs reused =         56
7.01.516.828 I slot      release: id  3 | task 270 | stop processing: n_tokens = 151, truncated = 0
7.01.559.939 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.396 (> 0.100 thold), f_keep = 0.391
7.01.570.978 I slot launch_slot_: id  3 | task 275 | processing task, is_child = 0
7.09.099.762 I slot print_timing: id  3 | task 275 | prompt eval time =    7448.29 ms /   149 tokens (   49.99 ms per token,    20.00 tokens per second)
7.09.099.839 I slot print_timing: id  3 | task 275 |        eval time =      80.23 ms /     3 tokens (   26.74 ms per token,    37.39 tokens per second)
7.09.099.851 I slot print_timing: id  3 | task 275 |       total time =    7528.52 ms /   152 tokens
7.09.099.863 I slot print_timing: id  3 | task 275 |    graphs reused =         57
7.09.099.901 I slot      release: id  3 | task 275 | stop processing: n_tokens = 151, truncated = 0
7.09.143.322 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.396 (> 0.100 thold), f_keep = 0.391
7.09.154.236 I slot launch_slot_: id  3 | task 280 | processing task, is_child = 0
7.16.691.896 I slot print_timing: id  3 | task 280 | prompt eval time =    7454.20 ms /   149 tokens (   50.03 ms per token,    19.99 tokens per second)
7.16.691.907 I slot print_timing: id  3 | task 280 |        eval time =      83.19 ms /     3 tokens (   27.73 ms per token,    36.06 tokens per second)
7.16.691.908 I slot print_timing: id  3 | task 280 |       total time =    7537.39 ms /   152 tokens
7.16.691.910 I slot print_timing: id  3 | task 280 |    graphs reused =         58
7.16.691.946 I slot      release: id  3 | task 280 | stop processing: n_tokens = 151, truncated = 0
7.16.710.251 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.396 (> 0.100 thold), f_keep = 0.391
7.16.715.650 I slot launch_slot_: id  3 | task 285 | processing task, is_child = 0
7.24.253.665 I slot print_timing: id  3 | task 285 | prompt eval time =    7433.40 ms /   149 tokens (   49.89 ms per token,    20.04 tokens per second)
7.24.253.675 I slot print_timing: id  3 | task 285 |        eval time =     104.48 ms /     3 tokens (   34.83 ms per token,    28.71 tokens per second)
7.24.253.676 I slot print_timing: id  3 | task 285 |       total time =    7537.89 ms /   152 tokens
7.24.253.679 I slot print_timing: id  3 | task 285 |    graphs reused =         59
7.24.253.717 I slot      release: id  3 | task 285 | stop processing: n_tokens = 151, truncated = 0
7.24.297.017 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.396 (> 0.100 thold), f_keep = 0.391
7.24.307.881 I slot launch_slot_: id  3 | task 290 | processing task, is_child = 0
7.31.833.075 I slot print_timing: id  3 | task 290 | prompt eval time =    7439.01 ms /   149 tokens (   49.93 ms per token,    20.03 tokens per second)
7.31.833.091 I slot print_timing: id  3 | task 290 |        eval time =      85.92 ms /     3 tokens (   28.64 ms per token,    34.91 tokens per second)
7.31.833.092 I slot print_timing: id  3 | task 290 |       total time =    7524.94 ms /   152 tokens
7.31.833.094 I slot print_timing: id  3 | task 290 |    graphs reused =         60
7.31.833.132 I slot      release: id  3 | task 290 | stop processing: n_tokens = 151, truncated = 0
7.31.876.602 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.396 (> 0.100 thold), f_keep = 0.391
7.31.887.428 I slot launch_slot_: id  3 | task 295 | processing task, is_child = 0
7.39.425.350 I slot print_timing: id  3 | task 295 | prompt eval time =    7446.34 ms /   149 tokens (   49.98 ms per token,    20.01 tokens per second)
7.39.425.417 I slot print_timing: id  3 | task 295 |        eval time =      91.35 ms /     3 tokens (   30.45 ms per token,    32.84 tokens per second)
7.39.425.428 I slot print_timing: id  3 | task 295 |       total time =    7537.69 ms /   152 tokens
7.39.425.440 I slot print_timing: id  3 | task 295 |    graphs reused =         61
7.39.425.480 I slot      release: id  3 | task 295 | stop processing: n_tokens = 151, truncated = 0
7.39.479.478 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.396 (> 0.100 thold), f_keep = 0.391
7.39.486.836 I slot launch_slot_: id  3 | task 300 | processing task, is_child = 0
7.47.024.494 I slot print_timing: id  3 | task 300 | prompt eval time =    7450.83 ms /   149 tokens (   50.01 ms per token,    20.00 tokens per second)
7.47.024.504 I slot print_timing: id  3 | task 300 |        eval time =      86.72 ms /     3 tokens (   28.91 ms per token,    34.59 tokens per second)
7.47.024.506 I slot print_timing: id  3 | task 300 |       total time =    7537.55 ms /   152 tokens
7.47.024.508 I slot print_timing: id  3 | task 300 |    graphs reused =         62
7.47.024.549 I slot      release: id  3 | task 300 | stop processing: n_tokens = 151, truncated = 0
7.47.080.935 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.396 (> 0.100 thold), f_keep = 0.391
7.47.091.831 I slot launch_slot_: id  3 | task 305 | processing task, is_child = 0
7.54.655.318 I slot print_timing: id  3 | task 305 | prompt eval time =    7477.41 ms /   149 tokens (   50.18 ms per token,    19.93 tokens per second)
7.54.655.329 I slot print_timing: id  3 | task 305 |        eval time =      85.78 ms /     3 tokens (   28.59 ms per token,    34.97 tokens per second)
7.54.655.331 I slot print_timing: id  3 | task 305 |       total time =    7563.18 ms /   152 tokens
7.54.655.333 I slot print_timing: id  3 | task 305 |    graphs reused =         63
7.54.655.369 I slot      release: id  3 | task 305 | stop processing: n_tokens = 151, truncated = 0
7.54.677.883 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.396 (> 0.100 thold), f_keep = 0.391
7.54.688.797 I slot launch_slot_: id  3 | task 310 | processing task, is_child = 0
8.02.257.906 I slot print_timing: id  3 | task 310 | prompt eval time =    7462.63 ms /   149 tokens (   50.08 ms per token,    19.97 tokens per second)
8.02.257.914 I slot print_timing: id  3 | task 310 |        eval time =     106.19 ms /     3 tokens (   35.40 ms per token,    28.25 tokens per second)
8.02.257.915 I slot print_timing: id  3 | task 310 |       total time =    7568.82 ms /   152 tokens
8.02.257.917 I slot print_timing: id  3 | task 310 |    graphs reused =         64
8.02.257.958 I slot      release: id  3 | task 310 | stop processing: n_tokens = 151, truncated = 0
8.02.314.731 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.396 (> 0.100 thold), f_keep = 0.391
8.02.325.263 I slot launch_slot_: id  3 | task 315 | processing task, is_child = 0
8.09.915.297 I slot print_timing: id  3 | task 315 | prompt eval time =    7500.34 ms /   149 tokens (   50.34 ms per token,    19.87 tokens per second)
8.09.915.305 I slot print_timing: id  3 | task 315 |        eval time =      89.55 ms /     3 tokens (   29.85 ms per token,    33.50 tokens per second)
8.09.915.307 I slot print_timing: id  3 | task 315 |       total time =    7589.89 ms /   152 tokens
8.09.915.309 I slot print_timing: id  3 | task 315 |    graphs reused =         65
8.09.915.350 I slot      release: id  3 | task 315 | stop processing: n_tokens = 151, truncated = 0
8.09.969.420 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.396 (> 0.100 thold), f_keep = 0.391
8.09.976.915 I slot launch_slot_: id  3 | task 320 | processing task, is_child = 0
8.17.521.691 I slot print_timing: id  3 | task 320 | prompt eval time =    7451.46 ms /   149 tokens (   50.01 ms per token,    20.00 tokens per second)
8.17.521.755 I slot print_timing: id  3 | task 320 |        eval time =      93.19 ms /     3 tokens (   31.06 ms per token,    32.19 tokens per second)
8.17.521.767 I slot print_timing: id  3 | task 320 |       total time =    7544.66 ms /   152 tokens
8.17.521.771 I slot print_timing: id  3 | task 320 |    graphs reused =         66
8.17.521.808 I slot      release: id  3 | task 320 | stop processing: n_tokens = 151, truncated = 0
8.17.575.828 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.396 (> 0.100 thold), f_keep = 0.391
8.17.586.960 I slot launch_slot_: id  3 | task 325 | processing task, is_child = 0
8.25.148.858 I slot print_timing: id  3 | task 325 | prompt eval time =    7464.86 ms /   149 tokens (   50.10 ms per token,    19.96 tokens per second)
8.25.148.867 I slot print_timing: id  3 | task 325 |        eval time =      96.79 ms /     3 tokens (   32.26 ms per token,    31.00 tokens per second)
8.25.148.868 I slot print_timing: id  3 | task 325 |       total time =    7561.65 ms /   152 tokens
8.25.148.870 I slot print_timing: id  3 | task 325 |    graphs reused =         67
8.25.148.914 I slot      release: id  3 | task 325 | stop processing: n_tokens = 151, truncated = 0
8.25.203.112 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.396 (> 0.100 thold), f_keep = 0.391
8.25.210.546 I slot launch_slot_: id  3 | task 330 | processing task, is_child = 0
8.32.779.512 I slot print_timing: id  3 | task 330 | prompt eval time =    7473.82 ms /   149 tokens (   50.16 ms per token,    19.94 tokens per second)
8.32.779.524 I slot print_timing: id  3 | task 330 |        eval time =      95.03 ms /     3 tokens (   31.68 ms per token,    31.57 tokens per second)
8.32.779.525 I slot print_timing: id  3 | task 330 |       total time =    7568.85 ms /   152 tokens
8.32.779.527 I slot print_timing: id  3 | task 330 |    graphs reused =         68
8.32.779.564 I slot      release: id  3 | task 330 | stop processing: n_tokens = 151, truncated = 0
8.32.802.760 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.396 (> 0.100 thold), f_keep = 0.391
8.32.813.774 I slot launch_slot_: id  3 | task 335 | processing task, is_child = 0
8.40.310.233 I slot print_timing: id  3 | task 335 | prompt eval time =    7401.50 ms /   149 tokens (   49.67 ms per token,    20.13 tokens per second)
8.40.310.242 I slot print_timing: id  3 | task 335 |        eval time =      94.73 ms /     3 tokens (   31.58 ms per token,    31.67 tokens per second)
8.40.310.243 I slot print_timing: id  3 | task 335 |       total time =    7496.22 ms /   152 tokens
8.40.310.245 I slot print_timing: id  3 | task 335 |    graphs reused =         69
8.40.310.282 I slot      release: id  3 | task 335 | stop processing: n_tokens = 151, truncated = 0
8.40.333.388 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.396 (> 0.100 thold), f_keep = 0.391
8.40.344.489 I slot launch_slot_: id  3 | task 340 | processing task, is_child = 0
8.47.911.673 I slot print_timing: id  3 | task 340 | prompt eval time =    7463.36 ms /   149 tokens (   50.09 ms per token,    19.96 tokens per second)
8.47.911.738 I slot print_timing: id  3 | task 340 |        eval time =     103.59 ms /     3 tokens (   34.53 ms per token,    28.96 tokens per second)
8.47.911.749 I slot print_timing: id  3 | task 340 |       total time =    7566.95 ms /   152 tokens
8.47.911.760 I slot print_timing: id  3 | task 340 |    graphs reused =         70
8.47.911.806 I slot      release: id  3 | task 340 | stop processing: n_tokens = 151, truncated = 0
8.47.964.552 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.396 (> 0.100 thold), f_keep = 0.391
8.47.975.550 I slot launch_slot_: id  3 | task 345 | processing task, is_child = 0
8.55.499.260 I slot print_timing: id  3 | task 345 | prompt eval time =    7439.82 ms /   149 tokens (   49.93 ms per token,    20.03 tokens per second)
8.55.499.323 I slot print_timing: id  3 | task 345 |        eval time =      83.56 ms /     3 tokens (   27.85 ms per token,    35.90 tokens per second)
8.55.499.335 I slot print_timing: id  3 | task 345 |       total time =    7523.38 ms /   152 tokens
8.55.499.346 I slot print_timing: id  3 | task 345 |    graphs reused =         71
8.55.499.393 I slot      release: id  3 | task 345 | stop processing: n_tokens = 151, truncated = 0
8.55.552.803 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.396 (> 0.100 thold), f_keep = 0.391
8.55.560.309 I slot launch_slot_: id  3 | task 350 | processing task, is_child = 0
9.03.144.460 I slot print_timing: id  3 | task 350 | prompt eval time =    7502.88 ms /   149 tokens (   50.35 ms per token,    19.86 tokens per second)
9.03.144.471 I slot print_timing: id  3 | task 350 |        eval time =      81.16 ms /     3 tokens (   27.05 ms per token,    36.96 tokens per second)
9.03.144.473 I slot print_timing: id  3 | task 350 |       total time =    7584.04 ms /   152 tokens
9.03.144.474 I slot print_timing: id  3 | task 350 |    graphs reused =         72
9.03.144.513 I slot      release: id  3 | task 350 | stop processing: n_tokens = 151, truncated = 0
9.03.166.751 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.396 (> 0.100 thold), f_keep = 0.391
9.03.174.332 I slot launch_slot_: id  3 | task 355 | processing task, is_child = 0
9.10.670.483 I slot print_timing: id  3 | task 355 | prompt eval time =    7410.98 ms /   149 tokens (   49.74 ms per token,    20.11 tokens per second)
9.10.670.540 I slot print_timing: id  3 | task 355 |        eval time =      85.03 ms /     3 tokens (   28.34 ms per token,    35.28 tokens per second)
9.10.670.551 I slot print_timing: id  3 | task 355 |       total time =    7496.01 ms /   152 tokens
9.10.670.562 I slot print_timing: id  3 | task 355 |    graphs reused =         73
9.10.670.599 I slot      release: id  3 | task 355 | stop processing: n_tokens = 151, truncated = 0
